vacant_days,reserved_days,occupancy,revenue,rate_avg,photos_count,superhost,latitude,longitude,guests,bedrooms,beds,baths,min_nights,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,Hotel_Occupancy_Percentage,Average_Daily_Rate,Revenue_Per_Available_Room,is_winter,is_spring,is_summer,is_fall,num_public_holidays,num_major_events,non_resident_visitors,month,is_april,is_august,is_february,is_july,is_june,is_march,is_may,is_november,is_october,is_september,has_free_parking,has_gym,has_pool,listing_type_Entire condo,listing_type_Entire condominium,listing_type_Entire guest suite,listing_type_Entire guesthouse,listing_type_Entire home,listing_type_Entire house,listing_type_Entire loft,listing_type_Entire place,listing_type_Entire rental unit,listing_type_Entire townhouse,listing_type_Private room,listing_type_Private room in bungalow,listing_type_Private room in condo,listing_type_Private room in cottage,listing_type_Private room in guest suite,listing_type_Private room in guesthouse,listing_type_Private room in home,listing_type_Private room in loft,listing_type_Private room in rental unit,listing_type_Private room in townhouse,room_type_private_room,cancellation_policy_Flexible,cancellation_policy_Limited,cancellation_policy_Moderate,cancellation_policy_Strict,cancellation_policy_Super Strict 30 Days,avg_temp
31,0,0.0,0,43.5,13,0,43.6466,-79.4243,1,4,1,0.0,28,0,0,94,4.93,4.9,5.0,5.0,5.0,4.9,4.9,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,13.889999999999999
26,4,0.133,206,50.0,13,0,43.6466,-79.4243,1,4,1,0.0,28,0,0,94,4.93,4.9,5.0,5.0,5.0,4.9,4.9,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,19.47
26,5,0.161,250,50.5,13,0,43.6466,-79.4243,1,4,1,0.0,28,0,0,94,4.93,4.9,5.0,5.0,5.0,4.9,4.9,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,22.215
27,4,0.129,209,51.6,13,0,43.6466,-79.4243,1,4,1,0.0,28,0,0,94,4.93,4.9,5.0,5.0,5.0,4.9,4.9,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,21.435000000000002
28,2,0.067,100,50.2,13,0,43.6466,-79.4243,1,4,1,0.0,28,0,0,94,4.93,4.9,5.0,5.0,5.0,4.9,4.9,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,17.47
28,3,0.097,148,48.3,13,0,43.6466,-79.4243,1,4,1,0.0,28,0,0,94,4.93,4.9,5.0,5.0,5.0,4.9,4.9,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,10.535
27,3,0.1,155,49.1,13,0,43.6466,-79.4243,1,4,1,0.0,28,0,0,94,4.93,4.9,5.0,5.0,5.0,4.9,4.9,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.164999999999999
29,2,0.065,106,52.1,13,0,43.6466,-79.4243,1,4,1,0.0,28,0,0,94,4.93,4.9,5.0,5.0,5.0,4.9,4.9,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-1.11
28,0,0.0,0,86.2,55,0,43.6441,-79.3768,5,1,2,2.0,30,0,0,41,4.83,4.8,5.0,4.8,4.9,5.0,4.8,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.925
31,0,0.0,0,121.1,55,0,43.6441,-79.3768,5,1,2,2.0,30,0,0,41,4.83,4.8,5.0,4.8,4.9,5.0,4.8,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7699999999999998
17,13,0.433,1684,127.9,55,0,43.6441,-79.3768,5,1,2,2.0,30,0,0,41,4.83,4.8,5.0,4.8,4.9,5.0,4.8,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.04
10,21,0.677,2818,133.6,55,0,43.6441,-79.3768,5,1,2,2.0,30,0,0,41,4.83,4.8,5.0,4.8,4.9,5.0,4.8,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.889999999999999
15,15,0.5,2206,152.9,55,0,43.6441,-79.3768,5,1,2,2.0,30,0,0,41,4.83,4.8,5.0,4.8,4.9,5.0,4.8,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.47
0,31,1.0,5118,165.1,55,0,43.6441,-79.3768,5,1,2,2.0,30,0,0,41,4.83,4.8,5.0,4.8,4.9,5.0,4.8,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.215
0,31,1.0,4170,134.5,55,0,43.6441,-79.3768,5,1,2,2.0,30,0,0,41,4.83,4.8,5.0,4.8,4.9,5.0,4.8,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.435000000000002
0,30,1.0,4273,142.4,55,0,43.6441,-79.3768,5,1,2,2.0,30,0,0,41,4.83,4.8,5.0,4.8,4.9,5.0,4.8,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.47
10,21,0.677,2616,125.4,55,0,43.6441,-79.3768,5,1,2,2.0,30,0,0,41,4.83,4.8,5.0,4.8,4.9,5.0,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.535
25,5,0.167,552,105.4,55,0,43.6441,-79.3768,5,1,2,2.0,30,0,0,41,4.83,4.8,5.0,4.8,4.9,5.0,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.164999999999999
31,0,0.0,0,104.6,55,0,43.6441,-79.3768,5,1,2,2.0,30,0,0,41,4.83,4.8,5.0,4.8,4.9,5.0,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.11
0,28,1.0,4122,147.2,16,1,43.649,-79.4254,2,1,1,1.5,4,73,0,20,4.85,4.9,4.9,4.8,4.9,5.0,4.8,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
0,31,1.0,4496,145.0,16,1,43.649,-79.4254,2,1,1,1.5,4,73,0,20,4.85,4.9,4.9,4.8,4.9,5.0,4.8,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
13,17,0.567,2474,146.9,16,1,43.649,-79.4254,2,1,1,1.5,4,73,0,20,4.85,4.9,4.9,4.8,4.9,5.0,4.8,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04
20,11,0.355,1595,145.3,16,1,43.649,-79.4254,2,1,1,1.5,4,73,0,20,4.85,4.9,4.9,4.8,4.9,5.0,4.8,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889999999999999
0,30,1.0,4302,143.4,16,1,43.649,-79.4254,2,1,1,1.5,4,73,0,20,4.85,4.9,4.9,4.8,4.9,5.0,4.8,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
5,26,0.839,3916,152.7,16,1,43.649,-79.4254,2,1,1,1.5,4,73,0,20,4.85,4.9,4.9,4.8,4.9,5.0,4.8,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
0,31,1.0,4558,147.0,16,1,43.649,-79.4254,2,1,1,1.5,4,73,0,20,4.85,4.9,4.9,4.8,4.9,5.0,4.8,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
0,30,1.0,4629,154.3,16,1,43.649,-79.4254,2,1,1,1.5,4,73,0,20,4.85,4.9,4.9,4.8,4.9,5.0,4.8,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47
0,31,1.0,4382,141.4,16,1,43.649,-79.4254,2,1,1,1.5,4,73,0,20,4.85,4.9,4.9,4.8,4.9,5.0,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
0,30,1.0,4425,147.5,16,1,43.649,-79.4254,2,1,1,1.5,4,73,0,20,4.85,4.9,4.9,4.8,4.9,5.0,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
22,9,0.29,1388,163.5,16,1,43.649,-79.4254,2,1,1,1.5,4,73,0,20,4.85,4.9,4.9,4.8,4.9,5.0,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
28,0,0.0,0,144.9,10,0,43.6614,-79.4138,2,1,2,2.0,7,70,0,7,4.86,4.9,5.0,4.6,4.9,5.0,4.9,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
24,7,0.226,1098,151.0,10,0,43.6614,-79.4138,2,1,2,2.0,7,70,0,7,4.86,4.9,5.0,4.6,4.9,5.0,4.9,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
26,4,0.133,578,148.1,10,0,43.6614,-79.4138,2,1,2,2.0,7,70,0,7,4.86,4.9,5.0,4.6,4.9,5.0,4.9,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04
28,3,0.097,439,153.6,10,0,43.6614,-79.4138,2,1,2,2.0,7,70,0,7,4.86,4.9,5.0,4.6,4.9,5.0,4.9,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889999999999999
30,0,0.0,0,152.4,10,0,43.6614,-79.4138,2,1,2,2.0,7,70,0,7,4.86,4.9,5.0,4.6,4.9,5.0,4.9,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
31,0,0.0,0,151.6,10,0,43.6614,-79.4138,2,1,2,2.0,7,70,0,7,4.86,4.9,5.0,4.6,4.9,5.0,4.9,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
31,0,0.0,0,150.9,10,0,43.6614,-79.4138,2,1,2,2.0,7,70,0,7,4.86,4.9,5.0,4.6,4.9,5.0,4.9,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
28,0,0.0,0,53.5,27,1,43.7621,-79.4191,1,1,1,0.0,2,26,0,133,4.87,4.9,4.9,4.9,4.9,4.9,4.8,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-3.925
31,0,0.0,0,52.6,27,1,43.7621,-79.4191,1,1,1,0.0,2,26,0,133,4.87,4.9,4.9,4.9,4.9,4.9,4.8,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7699999999999998
29,1,0.033,54,53.4,27,1,43.7621,-79.4191,1,1,1,0.0,2,26,0,133,4.87,4.9,4.9,4.9,4.9,4.9,4.8,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.04
16,15,0.484,857,61.5,27,1,43.7621,-79.4191,1,1,1,0.0,2,26,0,133,4.87,4.9,4.9,4.9,4.9,4.9,4.8,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.889999999999999
19,11,0.367,619,55.7,27,1,43.7621,-79.4191,1,1,1,0.0,2,26,0,133,4.87,4.9,4.9,4.9,4.9,4.9,4.8,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19.47
21,10,0.323,563,56.7,27,1,43.7621,-79.4191,1,1,1,0.0,2,26,0,133,4.87,4.9,4.9,4.9,4.9,4.9,4.8,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,22.215
11,20,0.645,1128,56.9,27,1,43.7621,-79.4191,1,1,1,0.0,2,26,0,133,4.87,4.9,4.9,4.9,4.9,4.9,4.8,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,21.435000000000002
18,12,0.4,679,55.3,27,1,43.7621,-79.4191,1,1,1,0.0,2,26,0,133,4.87,4.9,4.9,4.9,4.9,4.9,4.8,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17.47
31,0,0.0,0,53.0,27,1,43.7621,-79.4191,1,1,1,0.0,2,26,0,133,4.87,4.9,4.9,4.9,4.9,4.9,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.535
30,0,0.0,0,54.8,27,1,43.7621,-79.4191,1,1,1,0.0,2,26,0,133,4.87,4.9,4.9,4.9,4.9,4.9,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.164999999999999
20,11,0.355,607,54.3,27,1,43.7621,-79.4191,1,1,1,0.0,2,26,0,133,4.87,4.9,4.9,4.9,4.9,4.9,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.11
28,0,0.0,0,124.8,30,1,43.6481,-79.4177,1,1,1,0.0,3,72,0,151,4.86,4.8,4.9,4.6,4.9,5.0,4.9,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-3.925
26,5,0.161,609,124.8,30,1,43.6481,-79.4177,1,1,1,0.0,3,72,0,151,4.86,4.8,4.9,4.6,4.9,5.0,4.9,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.7699999999999998
11,19,0.633,2215,117.7,30,1,43.6481,-79.4177,1,1,1,0.0,3,72,0,151,4.86,4.8,4.9,4.6,4.9,5.0,4.9,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,7.04
20,11,0.355,1514,129.7,30,1,43.6481,-79.4177,1,1,1,0.0,3,72,0,151,4.86,4.8,4.9,4.6,4.9,5.0,4.9,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,13.889999999999999
2,28,0.933,3915,140.1,30,1,43.6481,-79.4177,1,1,1,0.0,3,72,0,151,4.86,4.8,4.9,4.6,4.9,5.0,4.9,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,19.47
6,25,0.806,3157,126.6,30,1,43.6481,-79.4177,1,1,1,0.0,3,72,0,151,4.86,4.8,4.9,4.6,4.9,5.0,4.9,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,22.215
1,30,0.968,3778,125.8,30,1,43.6481,-79.4177,1,1,1,0.0,3,72,0,151,4.86,4.8,4.9,4.6,4.9,5.0,4.9,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,21.435000000000002
20,10,0.333,1242,126.2,30,1,43.6481,-79.4177,1,1,1,0.0,3,72,0,151,4.86,4.8,4.9,4.6,4.9,5.0,4.9,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,17.47
25,6,0.194,773,128.5,30,1,43.6481,-79.4177,1,1,1,0.0,3,72,0,151,4.86,4.8,4.9,4.6,4.9,5.0,4.9,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,10.535
30,0,0.0,0,128.6,30,1,43.6481,-79.4177,1,1,1,0.0,3,72,0,151,4.86,4.8,4.9,4.6,4.9,5.0,4.9,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4.164999999999999
10,21,0.677,2692,128.1,30,1,43.6481,-79.4177,1,1,1,0.0,3,72,0,151,4.86,4.8,4.9,4.6,4.9,5.0,4.9,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1.11
28,0,0.0,0,453.5,41,0,43.6875,-79.2658,8,3,4,2.0,5,176,0,47,4.87,5.0,4.9,4.9,5.0,4.8,4.9,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.925
31,0,0.0,0,445.7,41,0,43.6875,-79.2658,8,3,4,2.0,5,176,0,47,4.87,5.0,4.9,4.9,5.0,4.8,4.9,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7699999999999998
24,6,0.2,2680,446.5,41,0,43.6875,-79.2658,8,3,4,2.0,5,176,0,47,4.87,5.0,4.9,4.9,5.0,4.8,4.9,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.04
11,20,0.645,8986,433.4,41,0,43.6875,-79.2658,8,3,4,2.0,5,176,0,47,4.87,5.0,4.9,4.9,5.0,4.8,4.9,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.889999999999999
12,18,0.6,7494,422.1,41,0,43.6875,-79.2658,8,3,4,2.0,5,176,0,47,4.87,5.0,4.9,4.9,5.0,4.8,4.9,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.47
3,28,0.903,12812,457.6,41,0,43.6875,-79.2658,8,3,4,2.0,5,176,0,47,4.87,5.0,4.9,4.9,5.0,4.8,4.9,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.215
0,31,1.0,14273,460.4,41,0,43.6875,-79.2658,8,3,4,2.0,5,176,0,47,4.87,5.0,4.9,4.9,5.0,4.8,4.9,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.435000000000002
8,22,0.733,10928,498.7,41,0,43.6875,-79.2658,8,3,4,2.0,5,176,0,47,4.87,5.0,4.9,4.9,5.0,4.8,4.9,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.47
30,1,0.032,508,507.5,41,0,43.6875,-79.2658,8,3,4,2.0,5,176,0,47,4.87,5.0,4.9,4.9,5.0,4.8,4.9,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.535
30,0,0.0,0,507.9,41,0,43.6875,-79.2658,8,3,4,2.0,5,176,0,47,4.87,5.0,4.9,4.9,5.0,4.8,4.9,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.164999999999999
31,0,0.0,0,477.0,41,0,43.6875,-79.2658,8,3,4,2.0,5,176,0,47,4.87,5.0,4.9,4.9,5.0,4.8,4.9,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.11
